"string","maintext-0x5571_1",,,"はやいもんかい\n
おまえも　もう26なんだから\n
そろそろ　みをかためなくちゃ　だめだよ","Hardly! You're 26. You need to settle down soon.",,"=IF(F1426=I1426, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x53CD"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x5571"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"string","maintext-0x5571_3",,,"いつまでも　ゼロヨンの日本一だなんて\n
ゆめみたいなこと　いってないで\n
はやく　かえってきて　おくれよ　","Stop going on about wild fantasies like being the best zero yon racer in Japan and come back home.",,"=IF(F1427=I1427, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x53CD"",""extra_params"":{""stringProperties"":[]},""page"":"""",""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x55DC
//=====",,,,,,
"string","maintext-0x55DC_1",,,"あと5ねん　いや　あと3ねん　まってよ\n
3ねんいないに　日本一に　なれなかったら\n
いなかにかえって　しょくどうつぐよ","Give me five—no, three years.[wait][clear]

If I'm not the best in three years, I'll come back to the countryside and take over the restaurant.",,"=IF(F1429=I1429, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x53CD"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x55DC"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x561B
//=====",,,,,,
"string","maintext-0x561B_1",,,"ほんとだね　ほんとに　あと3ねんしたら\n
かえってくるんだね","Really? You'll [i]really[std] come back after three years?",,"=IF(F1431=I1431, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x53CD"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x561B"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x563D
//=====",,,,,,
"string","maintext-0x563D_1",,,"ああ　やくそくするよ","Yes, I promise.",,"=IF(F1433=I1433, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x53CD"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x563D"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x564A
//=====",,,,,,
"string","maintext-0x564A_1",,,"わかったよ\n
じゃあ　からだに　きをつけて\n
がんばるんだよ","All right.\n
Then take care of yourself, and good luck.",,"=IF(F1435=I1435, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x53CD"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x564A"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x566E
//=====",,,,,,
"string","maintext-0x566E_1",,,"チン","[i]click[std]",,"=""DUPE: ""&ADDRESS(ROW(F116), COLUMN(F116), 4)",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x53CD"",""contentIsDupeOf"":""maintext-0x65E_1"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x566E"",""type"":""small""}],""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x5674
//=====",,,,,,
"string","maintext-0x5674_1",,,"まずい　やくそくしちゃったかなあ・・・","Damn. I guess I've promised now...",,"=IF(F1439=I1439, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x53CD"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x5674"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"chapter","textscript-section-0x568A","Driver's license renewal",,"//==================================
// Driver's license renewal
//==================================",,,,,,
"page","textscript-section-0x568A","Main dialogue",,"//=====
// Main dialogue
//=====",,,,,,
,,,,"//=====
// String start: maintext-0x568A
//=====",,,,,,
"string","maintext-0x568A_1",,,"[speed]<$FF>
[setpos]<$02><$04>
○
[setpos]<$04><$04>
×","[speed]<$FF>
[setpos]<$02><$04>
[checkmark]
[setpos]<$04><$04>
×",,"=IF(F1443=I1443, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x568A"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x5696
//=====",,,,,,
"string","maintext-0x5696_1",,,"ガチャン","[i]ka-chunk[std]",,"=IF(F1445=I1445, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x5696"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x569E
//=====",,,,,,
"string","maintext-0x569E_1",,,"あっ　めんきょの　きげんがきれそうだ\n
こうしんてつづきに　いかなきゃ\n
さっそく　きょういくか","Oh, my license is about to expire.\n
I need to go get it renewed. Guess I'll do that today.",,"=IF(F1447=I1447, ""UNTRANSLATED"", """")",,"CHECK, unsure about second line. ""I need to be at the renewal proceedings""? like, is he supposed to be paraphrasing a letter he got or something? there's no indication of that... — Supper (2025-04-17 18:22:21)","{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x569E"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x56D3
//=====",,,,,,
"string","maintext-0x56D3_1",,,"でも金がないなあ・・・\n
しかたない　　今村にかりよう","But I don't have the money for it...\n
I'll just have to borrow some from Imamura.",,"=IF(F1449=I1449, ""UNTRANSLATED"", """")",,"in the very unlikely event that you don't have 3000 yen to cover the renewal fee, they actually wrote in a special extra scene just to cover that. once again, I'm impressed by some of the little touches here. — Supper (2025-04-17 18:24:19)
...and also, now that I look at this in-game, he actually gives you [b]300,000[/b] yen, not 3,000, which is presumably a bug. no wonder he's so adamant about you paying it back. — Supper (2025-04-17 18:34:26)
...wait, no he doesn't? was I hallucinating?? maybe this was some issue with the special string used for indicating you have zero money, which I've fixed in the meantime. — Supper (2025-04-23 15:19:51)","{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x56D3"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x56F2
//=====",,,,,,
"string","maintext-0x56F2_1",,,"はい　今村です","Hello, this is Imamura.",,"=IF(F1451=I1451, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x56F2"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x56FD
//=====",,,,,,
"string","maintext-0x56FD_1",,,"あ　オレだよ\p\n
わるいけど　金かしてくんない？\n
3000円で　いいんだ","Hey, it's me, \p.\n
Hate to do this, but could I borrow some cash? I just need ¥3,000.",,"=IF(F1453=I1453, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x56FD"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x572A
//=====",,,,,,
"string","maintext-0x572A_1",,,"ったく　しょーがねーなあ\n
どうせ　クルマのぶひんでも　かったんだろ\n
いまいくから　まってろ","Geez, guess I shouldn't be surprised. You bought all those car parts, after all.[wait][clear]

I'll be right there, so just hang on.",,"=IF(F1455=I1455, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x572A"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x5761
//=====",,,,,,
"string","maintext-0x5761_1",,,"ほらよ3000円\n
金　ちゃんとかえせよ","Here, ¥3,000. Make sure you pay it back.",,"=IF(F1457=I1457, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x5761"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x5777
//=====",,,,,,
"string","maintext-0x5777_1",,,"サンキュウ\n
これで　めんきょの　こうしんに　いけるよ","[i]Gracias.[std]\n
This'll let me go get my license renewed.",,"=IF(F1459=I1459, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x5777"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x5796
//=====",,,,,,
"string","maintext-0x5796_1",,,"すいません\n
めんきょの　こうしんなんですけど・・・","Excuse me, I'm here to get my license renewed...",,"=IF(F1461=I1461, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x5796"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x57B3
//=====",,,,,,
"string","maintext-0x57B3_1",,,"それなら　まず　ようしにきにゅうして\n
しゅうにゅういんしを　かってきてください","Then first, you'll need to fill out the form and go purchase a revenue stamp.",,"=IF(F1463=I1463, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x57B3"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x57DF
//=====",,,,,,
"string","maintext-0x57DF_1",,,"はい　つぎは　てきせいけんさを\n
うけてください","All right, next, please take the aptitude test.",,"=IF(F1465=I1465, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x57DF"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x57FB
//=====",,,,,,
"string","maintext-0x57FB_1",,,"はい　つぎは　しゃしんを　とってきて\n
ください","All right, now please go get your picture taken.",,"=IF(F1467=I1467, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x57FB"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x5817
//=====",,,,,,
"string","maintext-0x5817_1",,,"はい　では　めんきょが　できるまで\n
こうしゅうを　うけてきて　ください","All right. Then until your license is ready, please take the training course.",,"=IF(F1469=I1469, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x5817"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x5842
//=====",,,,,,
"string","maintext-0x5842_1",,,"いってきました","I'm back.",,"=IF(F1471=I1471, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x5842"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x584B
//=====",,,,,,
"string","maintext-0x584B_1",,,"あー　めんどくさかった","Man, that was a pain.",,"=IF(F1473=I1473, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x584B"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x5859
//=====",,,,,,
"string","maintext-0x5859_1",,,"これからみなさんには　かんたんな\n
テストを　うけていただきます\n
おさらいのいみで　やってみて　ください","We'll now be having you all take a simple test. Please use it to review the material.",,"=IF(F1475=I1475, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x568A"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x568A"",""pre_comments"":[{""content"":""String start: maintext-0x5859"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
